"名字";"国家";"联赛";"声望";"平均年龄";"收支结余";"转会预算";"转会余额";"工资预算";"状态";"TF";"YF";"JC";"球场容量";"平均上座";"评分";"潜力评分";"Unique ID"
"ASEC Mimosas";"Ivory Coast";"Ivorian Ligue 1";"4,750";"27.7";"2,385,660";"0";"0";"0";"职业";"12";"15";"17";"49,500";"25,000";"64.9%";"70.0%";"3,506,513"
"Ascoli";"Italy";"Serie C/B";"5,700";"26.6";"811,540";"0";"0";"0";"职业";"13";"9";"10";"11,326";"6,900";"66.8%";"70.5%";"1,105"
"ASCEJI Club";"Comoros";"Lower League";"500";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"1,000";"250";"0.0%";"0.0%";"13,199,905"
"ASCE Linguère";"Senegal";"Senegalese Ligue 1";"2,750";"16.0";"244,400";"0";"0";"0";"职业";"5";"2";"3";"8,000";"2,800";"8.6%";"11.4%";"8,627,520"
"ASC Z?rne?ti";"Romania";"Liga III Seria 5";"2,650";"0.0";"0";"0";"0";"0";"职业";"1";"5";"4";"500";"250";"0.0%";"0.0%";"57,071,671"
"ASC SNIM";"Mauritania";"Mauritanian D1";"2,500";"16.0";"46,480";"0";"0";"0";"职业";"3";"7";"11";"1,000";"250";"9.1%";"9.4%";"13,173,364"
"ASC Kédia";"Mauritania";"Mauritanian Lower Leagues";"2,750";"0.0";"49,500";"0";"0";"0";"职业";"1";"2";"2";"1,000";"250";"0.0%";"0.0%";"13,160,637"
"ASC Kara";"Togo";"Togolese First Division";"3,000";"34.0";"324,840";"0";"0";"0";"职业";"6";"4";"4";"2,000";"250";"5.5%";"5.5%";"13,197,362"
"ASC Jaraaf";"Senegal";"Senegalese Ligue 1";"4,000";"19.5";"249,030";"0";"0";"0";"职业";"7";"4";"6";"5,000";"3,500";"21.9%";"26.2%";"5,341,073"
"ASC Armée";"Mauritania";"Mauritanian Lower Leagues";"1,750";"0.0";"18,720";"0";"0";"0";"职业";"3";"1";"1";"6,347";"250";"0.0%";"0.0%";"5,390,124"
"Asante Kotoko";"Ghana";"Premier Division";"5,250";"27.3";"616,050";"0";"0";"0";"职业";"12";"10";"10";"40,528";"25,000";"63.8%";"69.7%";"801,910"
"Asan FC";"South Korea";"K LEAGUE 2";"3,754";"27.2";"-805,900";"668,950";"669,200";"25,660";"职业";"9";"11";"11";"17,376";"1,923";"62.7%";"65.8%";"136,423"
"ASAC Ndiambour";"Senegal";"Senegalese Ligue 2";"2,000";"0.0";"74,010";"0";"0";"0";"职业";"5";"2";"4";"15,000";"2,200";"0.0%";"0.0%";"13,176,576"
"ASAC Concorde";"Mauritania";"Mauritanian D1";"3,250";"21.0";"121,640";"0";"0";"0";"职业";"4";"3";"6";"20,000";"250";"10.3%";"11.6%";"12,005,880"
"AS Togo-Port";"Togo";"Jupiler Pro League";"2,750";"0.0";"0";"0";"0";"0";"职业";"6";"2";"4";"10,000";"250";"0.0%";"0.0%";"12,007,624"
"AS SONIDEP";"Niger";"Lower Divisions";"2,500";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"10,000";"250";"0.0%";"0.0%";"13,173,913"
"AS SONABEL";"Burkina Faso";"Burkinabé D1";"3,000";"0.0";"114,010";"0";"0";"0";"职业";"5";"3";"5";"15,000";"2,000";"0.0%";"0.0%";"5,370,412"
"AS Soliman";"Tunisia";"Ligue 1";"4,000";"30.5";"200,370";"0";"0";"0";"职业";"7";"7";"7";"2,000";"250";"11.6%";"11.8%";"13,170,342"
"AS Salé";"Morocco";"Botola 2";"2,850";"27.0";"36,030";"0";"0";"0";"职业";"7";"2";"6";"10,000";"5,000";"5.5%";"5.9%";"8,626,328"
"AS Rejiche";"Tunisia";"Ligue 2";"3,750";"0.0";"107,520";"0";"0";"0";"职业";"6";"4";"7";"2,000";"250";"0.0%";"0.0%";"13,187,324"
"AS Police (NIG)";"Niger";"Premier Division";"2,250";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"10,000";"250";"0.0%";"0.0%";"13,101,237"
"AS Pikine";"Senegal";"Senegalese Ligue 1";"3,250";"22.3";"149,220";"0";"0";"0";"职业";"8";"6";"4";"10,000";"2,500";"14.4%";"16.8%";"12,083,536"
"AS OTR";"Togo";"Togolese First Division";"2,750";"0.0";"46,380";"0";"0";"0";"职业";"6";"4";"4";"10,000";"250";"0.0%";"0.0%";"13,186,871"
"AS Ot?ho";"Congo";"Championnat National";"3,468";"27.3";"406,800";"0";"0";"0";"职业";"8";"8";"8";"1,629";"250";"16.2%";"17.7%";"13,191,467"
"AS Monaco";"France";"Ligue 1";"7,711";"24.1";"-17,495,040";"30,183,290";"510,300";"1,399,300";"职业";"20";"20";"16";"18,521";"8,587";"79.3%";"82.7%";"826"
"AS Kigali";"Rwanda";"Premier Division";"2,600";"0.0";"31,250";"0";"0";"0";"职业";"8";"8";"8";"8,000";"250";"0.0%";"0.0%";"13,100,667"
"AS Kaloum";"Guinea";"Premier Division";"3,750";"23.1";"266,400";"0";"0";"0";"职业";"6";"4";"10";"2,000";"250";"36.3%";"40.2%";"131,256"
"AS Gabès";"Tunisia";"Ligue 2C";"3,000";"21.0";"0";"0";"0";"0";"职业";"7";"3";"7";"15,000";"8,000";"5.0%";"5.1%";"8,633,852"
"AS Douanes (SEN)";"Senegal";"Senegalese Ligue 2";"3,250";"16.0";"161,100";"0";"0";"0";"职业";"7";"6";"7";"60,000";"2,800";"5.2%";"6.5%";"5,341,076"
"AS Douanes (NIG)";"Niger";"Premier Division";"2,600";"16.0";"132,800";"0";"0";"0";"职业";"7";"7";"7";"30,000";"250";"8.7%";"9.3%";"13,102,259"
"AS Douanes (MTN)";"Mauritania";"Mauritanian D1";"2,250";"0.0";"73,650";"0";"0";"0";"职业";"3";"3";"5";"0";"250";"0.0%";"0.0%";"13,225,841"
"AS Douanes (BFA)";"Burkina Faso";"Burkinabé D1";"3,710";"24.2";"380,440";"0";"0";"0";"职业";"6";"3";"6";"15,000";"250";"19.7%";"22.8%";"12,081,263"
"AS Denguélé";"Ivory Coast";"Ivorian Ligue 1";"3,250";"29.0";"112,020";"0";"0";"0";"职业";"6";"2";"5";"3,000";"250";"5.3%";"5.4%";"8,632,450"
"AS Arta";"Djibouti";"Premier Division";"2,000";"39.0";"1,792,380";"0";"0";"0";"职业";"6";"2";"-1";"10,000";"500";"5.9%";"5.9%";"13,190,103"
"Arzignano";"Italy";"Serie C/A";"3,800";"24.3";"81,220";"0";"0";"0";"职业";"7";"7";"7";"1,671";"600";"63.6%";"68.3%";"43,156,731"
"ARUC";"Brazil";"Lower Division";"650";"0.0";"0";"0";"0";"0";"职业";"6";"5";"5";"2,000";"1,000";"0.0%";"0.0%";"313,264"
"Arua Hill SC";"Uganda";"Premier League";"2,750";"0.0";"0";"0";"0";"0";"职业";"6";"2";"-1";"500";"250";"0.0%";"0.0%";"2,000,092,417"
"Artvin Hopaspor";"Türkiye";"3. League Group 1";"3,150";"27.0";"5,900";"0";"0";"0";"职业";"6";"6";"3";"5,000";"1,750";"5.5%";"5.5%";"130,364"
"Artsul";"Brazil";"Lower Division";"1,650";"0.0";"10,920";"0";"0";"0";"职业";"8";"5";"5";"1,000";"600";"0.0%";"0.0%";"2,100,850"
"Arteaga";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"4";"5";"4,500";"250";"0.0%";"0.0%";"2,000,193,783"
"Arsenal-2 Tula";"Russia";"Second Division B Group 3";"2,650";"20.8";"0";"0";"0";"0";"职业";"5";"3";"1";"1,500";"181";"24.8%";"28.0%";"476,302"
"Arsenal Tula";"Russia";"First Division";"4,878";"25.3";"-1,946,610";"176,970";"66,320";"65,740";"职业";"11";"7";"4";"20,048";"3,887";"64.6%";"68.9%";"130,501"
"Arsenal Dz.";"Belarus";"Highest League";"4,000";"0.0";"191,800";"0";"0";"0";"职业";"6";"6";"8";"1,100";"184";"0.0%";"0.0%";"17,040,498"
"Arsenal de Caridade";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"2";"2";"3";"1,000";"300";"0.0%";"0.0%";"19,108,524"
"Arsenal (TO)";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"6,000";"100";"0.0%";"0.0%";"19,373,866"
"Arsenal (T)";"Montenegro";"First League";"2,850";"17.0";"150,990";"0";"0";"0";"职业";"7";"7";"7";"1,034";"280";"8.4%";"9.6%";"5,753,204"
"Arsenal (Sarandí)";"Argentina";"Second Division";"5,496";"23.6";"-623,860";"43,810";"40,400";"25,290";"职业";"10";"12";"11";"16,000";"3,265";"69.0%";"72.8%";"102,476"
"Arsenal";"England";"Premier League";"8,528";"25.8";"209,602,780";"137,463,590";"134,920,500";"3,897,610";"职业";"20";"20";"18";"60,704";"60,082";"86.4%";"88.4%";"602"
"Arroceros de Calabozo";"Venezuela";"Third Division";"1,500";"16.0";"0";"0";"0";"0";"职业";"2";"1";"1";"8,000";"250";"44.9%";"64.3%";"86,029,612"
"Arouca";"Portugal";"Primeira Liga";"5,655";"25.1";"10,526,250";"4,551,450";"5,666,610";"130,490";"职业";"13";"10";"8";"5,000";"1,947";"72.7%";"76.8%";"729,500"
"Arosa";"Spain";"Spanish Federation 3 Gr 1";"3,250";"20.2";"0";"0";"0";"0";"职业";"8";"8";"10";"4,120";"800";"25.9%";"28.3%";"4,212,247"
"Arnett Gardens";"Jamaica";"Jamaican PL";"3,950";"19.7";"214,780";"0";"0";"0";"职业";"8";"8";"7";"3,000";"5,000";"15.4%";"18.0%";"106,001"
"Arnavutk?y Bld.";"Türkiye";"3. League Group 4";"3,099";"27.9";"145,780";"0";"0";"0";"职业";"2";"2";"2";"1,000";"150";"45.0%";"48.0%";"70,081,336"
"ARN";"Brazil";"Brasileiro Série C";"4,250";"28.7";"192,160";"0";"0";"0";"职业";"10";"7";"7";"32,000";"1,584";"67.3%";"70.2%";"107,203"
"Army Utd";"Thailand";"Jupiler Pro League";"2,800";"0.0";"129,710";"0";"0";"0";"职业";"9";"6";"6";"20,000";"1,467";"0.0%";"0.0%";"23,135,992"
"Arminia Bielefeld";"Germany";"Bundesliga 2";"5,850";"25.3";"495,900";"0";"0";"0";"职业";"13";"12";"8";"27,332";"21,418";"69.6%";"72.5%";"904"
"Arka";"Poland";"First Division";"3,955";"24.8";"370,240";"0";"0";"0";"职业";"10";"8";"10";"15,139";"4,000";"24.2%";"25.8%";"129,580"
"Aris Limassol";"Cyprus";"First Division";"5,350";"28.4";"4,147,900";"0";"0";"0";"职业";"6";"6";"6";"10,700";"500";"50.9%";"51.7%";"453"
"Aris";"Greece";"Super League 1";"6,145";"26.4";"-1,460,500";"1,191,940";"533,050";"189,430";"职业";"9";"8";"8";"22,574";"9,117";"73.0%";"76.5%";"969"
"Ariquemes";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"5,000";"2,000";"0.0%";"0.0%";"313,310"
"Ariana FC";"Sweden";"First Division South";"3,444";"24.8";"404,850";"9,880";"9,560";"8,090";"职业";"2";"1";"1";"27,500";"150";"57.5%";"63.9%";"93,143,640"
"Argentinos Jrs.";"Argentina";"Primera División";"6,126";"25.8";"11,936,640";"10,589,780";"11,590,760";"240,260";"职业";"16";"15";"16";"26,000";"8,769";"73.6%";"76.0%";"78"
"Argentino (Rosario)";"Argentina";"Fifth Division AFA";"3,150";"25.1";"0";"0";"0";"0";"职业";"7";"7";"5";"6,800";"750";"61.5%";"66.2%";"3,101,498"
"Argentino (Quilmes)";"Argentina";"Metropolitan Zone B";"4,100";"24.2";"9,790";"0";"0";"0";"职业";"9";"8";"4";"6,500";"4,000";"64.0%";"67.4%";"3,101,496"
"Argentino (Monte Maíz)";"Argentina";"Metropolitan Zone B";"4,350";"26.8";"42,120";"0";"0";"0";"职业";"7";"5";"5";"3,500";"900";"66.6%";"68.2%";"14,064,652"
"Argentino (Merlo)";"Argentina";"Metropolitan Zone B";"3,725";"26.6";"372,700";"0";"0";"0";"职业";"8";"8";"5";"11,000";"750";"49.2%";"51.2%";"952,693"
"Arezzo";"Italy";"Serie C/B";"4,300";"25.1";"166,940";"0";"0";"0";"职业";"9";"7";"5";"13,128";"3,500";"65.6%";"68.3%";"2,185"
"Arema Idn";"Indonesia";"League Three";"1,500";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"0";"250";"0.0%";"0.0%";"41,036,032"
"Arema";"Indonesia";"League One";"3,100";"0.0";"846,890";"0";"0";"0";"职业";"6";"5";"11";"18,000";"14,182";"0.0%";"0.0%";"5,622,736"
"Arda";"Bulgaria";"First League";"4,950";"25.7";"2,910,420";"0";"0";"0";"职业";"11";"10";"9";"11,114";"1,500";"54.9%";"57.8%";"7,506,471"
"Araz Nax??van";"Azerbaijan";"Premier League";"3,750";"27.6";"1,063,480";"0";"0";"0";"职业";"1";"3";"3";"9,800";"1,900";"30.0%";"31.2%";"59,008,221"
"Araxá";"Brazil";"Lower Division";"950";"0.0";"0";"0";"0";"0";"职业";"5";"5";"6";"10,000";"893";"0.0%";"0.0%";"19,005,168"
"Araucária";"Brazil";"Lower Division";"900";"0.0";"0";"0";"0";"0";"职业";"4";"5";"5";"4,043";"250";"0.0%";"0.0%";"19,392,506"
"Araruama";"Brazil";"Lower Division";"1,450";"0.0";"0";"0";"0";"0";"职业";"5";"6";"5";"3,000";"100";"0.0%";"0.0%";"19,344,102"
"Araripina";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"2";"3";"3";"5,341";"750";"0.0%";"0.0%";"19,107,499"
"Ararat-Armenia";"Armenia";"High League";"4,101";"29.2";"2,222,290";"0";"0";"0";"职业";"12";"11";"12";"1,428";"250";"64.4%";"66.4%";"59,136,074"
"Ararat Moscow";"Russia";"Jupiler Pro League";"2,000";"0.0";"0";"0";"0";"0";"职业";"3";"2";"2";"5,100";"735";"0.0%";"0.0%";"58,135,140"
"Ararat";"Armenia";"High League";"3,496";"26.7";"479,520";"0";"0";"0";"职业";"6";"6";"9";"14,935";"300";"16.1%";"17.0%";"99"
"Arapongas";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"3";"2";"5";"6,240";"900";"0.0%";"0.0%";"314,944"
"Araioses";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"4,000";"138";"0.0%";"0.0%";"19,218,393"
"Araguari";"Brazil";"Lower Division";"400";"0.0";"0";"0";"0";"0";"职业";"4";"3";"3";"6,000";"200";"0.0%";"0.0%";"19,170,070"
"Araguaína";"Brazil";"Lower Division";"879";"0.0";"0";"0";"0";"0";"职业";"7";"5";"7";"6,000";"1,900";"0.0%";"0.0%";"313,341"
"Araguaia AC";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"3";"4";"3,000";"900";"0.0%";"0.0%";"19,056,642"
"Araguaia";"Brazil";"Lower Division";"767";"22.0";"0";"0";"0";"0";"职业";"5";"6";"6";"5,000";"180";"8.6%";"9.2%";"19,289,425"
"Araguacema";"Brazil";"Lower Division";"700";"0.0";"0";"0";"0";"0";"职业";"3";"3";"4";"1,500";"100";"0.0%";"0.0%";"19,401,165"
"Aragua";"Venezuela";"Jupiler Pro League";"4,300";"19.5";"552,720";"0";"0";"0";"职业";"10";"10";"10";"16,000";"2,500";"53.9%";"64.6%";"23,014,584"
"Aragón FC";"Mexico";"Serie A Group II";"3,500";"24.6";"0";"0";"0";"0";"职业";"7";"7";"8";"3,000";"250";"55.8%";"60.9%";"2,000,043,038"
"Aracruz";"Brazil";"Jupiler Pro League";"600";"0.0";"0";"0";"0";"0";"职业";"3";"2";"5";"5,058";"300";"0.0%";"0.0%";"313,275"
"Ara?atuba";"Brazil";"Jupiler Pro League";"350";"0.0";"0";"0";"0";"0";"职业";"5";"3";"3";"11,284";"2,000";"0.0%";"0.0%";"308,938"
"Aracaju";"Brazil";"Lower Division";"500";"0.0";"0";"0";"0";"0";"职业";"6";"6";"6";"15,575";"300";"0.0%";"0.0%";"19,342,407"
"árabe Unido";"Panama";"Primera Division";"2,500";"0.0";"368,520";"0";"0";"0";"职业";"10";"8";"9";"4,500";"250";"0.0%";"0.0%";"308,263"
"Arab Contractors";"Egypt";"Premier League";"4,400";"0.0";"1,614,030";"0";"0";"0";"职业";"11";"13";"7";"35,000";"20,000";"0.0%";"0.0%";"5,370,001"
"ARA";"Brazil";"Fourth Division";"2,907";"26.5";"381,870";"0";"0";"0";"职业";"8";"7";"7";"12,500";"1,624";"62.6%";"67.0%";"301,100"
"AR Zacatecas";"Mexico";"Jupiler Pro League";"1,000";"21.0";"10,370";"0";"0";"0";"职业";"8";"6";"4";"20,398";"250";"3.8%";"4.9%";"51,011,414"
"AR Tuzo";"Mexico";"Jupiler Pro League";"1,000";"0.0";"44,300";"0";"0";"0";"职业";"14";"14";"11";"1,000";"250";"0.0%";"0.0%";"51,008,750"
"Aquidauanense";"Brazil";"Lower Division";"1,184";"17.2";"0";"0";"0";"0";"职业";"4";"6";"6";"4,000";"300";"22.1%";"28.7%";"19,139,649"
"Aqtóbe";"Kazakhstan";"Kazakhstan Premier League";"5,150";"24.0";"2,811,570";"0";"0";"0";"职业";"12";"10";"11";"13,500";"12,500";"5.9%";"6.6%";"494,162"
"Aqja?yq-2";"Kazakhstan";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"0";"250";"0.0%";"0.0%";"59,017,371"
"Aqja?yq";"Kazakhstan";"Kazakhstan First League";"4,500";"29.0";"0";"0";"0";"0";"职业";"5";"8";"7";"8,320";"1,400";"11.4%";"11.8%";"498,471"
"Apucarana Sports";"Brazil";"Lower Division";"1,300";"0.0";"80";"0";"0";"0";"职业";"7";"7";"6";"4,500";"200";"0.0%";"0.0%";"19,253,215"
"APR FC";"Rwanda";"Premier Division";"3,000";"31.0";"38,040";"0";"0";"0";"职业";"9";"9";"12";"21,000";"250";"5.3%";"5.4%";"5,340,983"
"Apollon Smyrnis";"Greece";"Super League 2";"4,027";"25.4";"-83,150";"15,150";"4,740";"8,910";"职业";"8";"7";"8";"14,856";"551";"56.8%";"62.1%";"968"
"Apol. Limassol";"Cyprus";"First Division";"5,746";"31.3";"4,933,470";"0";"0";"0";"职业";"12";"10";"10";"10,700";"3,200";"70.8%";"72.1%";"452"
"APOEL";"Cyprus";"First Division";"6,249";"29.8";"6,760,700";"0";"0";"0";"职业";"14";"12";"10";"22,859";"7,500";"70.9%";"72.3%";"451"
"Apodaca";"Mexico";"Serie A Group I";"3,550";"23.1";"-80";"0";"0";"0";"职业";"4";"5";"4";"4,000";"1,000";"59.4%";"64.4%";"2,000,288,152"
"Aperibeense";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"3,000";"250";"0.0%";"0.0%";"19,053,110"
"APEJES";"Cameroon";"Elite One B";"3,000";"0.0";"88,640";"0";"0";"0";"职业";"6";"6";"8";"42,500";"250";"0.0%";"0.0%";"13,108,084"
"Aparecidense";"Brazil";"Fourth Division";"4,390";"27.0";"982,830";"0";"0";"0";"职业";"3";"2";"4";"8,000";"1,980";"65.9%";"69.1%";"319,141"
"Aparecida (GO)";"Brazil";"Lower Division";"750";"17.0";"0";"0";"0";"0";"职业";"2";"2";"2";"8,000";"500";"5.0%";"6.8%";"301,149"
"AP Brera";"North Macedonia";"First League";"3,750";"29.0";"1,718,320";"0";"0";"0";"职业";"13";"12";"13";"400";"650";"11.0%";"11.6%";"2,000,262,783"
"Anyang";"South Korea";"K LEAGUE 2";"4,233";"27.0";"874,780";"1,470,440";"1,470,440";"21,860";"职业";"10";"9";"11";"20,564";"4,238";"62.6%";"65.2%";"66,029,603"
"Antigua";"Guatemala";"Liga Nacional";"3,200";"29.0";"152,160";"0";"0";"0";"职业";"6";"8";"10";"9,000";"1,381";"5.9%";"6.0%";"5,395,158"
"Antequera";"Spain";"Spanish Federation 1B";"3,394";"24.4";"19,880";"0";"0";"0";"职业";"8";"8";"5";"6,000";"800";"64.5%";"69.7%";"814,590"
"Antalyaspor";"Türkiye";"Super League";"5,827";"25.8";"3,817,020";"3,667,620";"2,244,180";"109,790";"职业";"15";"14";"9";"32,537";"9,611";"70.7%";"74.2%";"1,865"
"Ansan";"South Korea";"K LEAGUE 2";"3,574";"26.2";"-903,990";"164,070";"164,070";"31,420";"职业";"8";"7";"8";"35,008";"1,705";"62.7%";"65.8%";"66,039,783"
"Anorthosi";"Cyprus";"First Division";"5,450";"32.9";"538,110";"0";"0";"0";"职业";"11";"10";"10";"10,230";"3,600";"43.5%";"43.6%";"450"
"Ankaraspor";"Türkiye";"2. League White Group";"4,248";"25.0";"343,420";"0";"0";"0";"职业";"16";"16";"7";"3,000";"800";"65.0%";"70.1%";"130,355"
"Ankaragücü";"Türkiye";"Super League";"5,662";"27.0";"883,360";"3,007,490";"211,210";"109,980";"职业";"10";"10";"10";"20,560";"10,497";"71.2%";"75.1%";"1,864"
"Ankara D.S.";"Türkiye";"3. League Group 1";"3,750";"26.4";"239,800";"0";"0";"0";"职业";"5";"5";"4";"1,500";"250";"59.7%";"63.4%";"454,194"
"Anji-2";"Russia";"Jupiler Pro League";"1,250";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"1,500";"215";"0.0%";"0.0%";"58,002,330"
"Anji";"Russia";"Jupiler Pro League";"3,700";"0.0";"0";"0";"0";"0";"职业";"8";"7";"6";"1,600";"3,900";"0.0%";"0.0%";"130,495"
"Anhui";"China";"Jupiler Pro League";"2,550";"0.0";"287,640";"0";"0";"0";"职业";"2";"2";"1";"60,000";"4,225";"0.0%";"0.0%";"5,625,398"
"Angra dos Reis";"Brazil";"Lower Division";"700";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"5,000";"600";"0.0%";"0.0%";"319,620"
"Angostura F.C.";"Venezuela";"Premier Division";"2,750";"16.3";"288,960";"0";"0";"0";"职业";"12";"6";"7";"2,500";"800";"47.8%";"60.4%";"86,008,546"
"Angkor Tiger";"Cambodia";"C-League";"1,150";"0.0";"23,920";"0";"0";"0";"职业";"3";"1";"1";"5,000";"500";"0.0%";"0.0%";"23,439,810"
"Angkor City FC";"Cambodia";"Second League";"550";"0.0";"0";"0";"0";"0";"职业";"2";"2";"1";"4,000";"250";"0.0%";"0.0%";"2,000,269,670"
"Angers SCO";"France";"Ligue 1";"6,407";"26.9";"7,890,910";"5,263,340";"1,797,120";"234,930";"职业";"11";"13";"9";"19,350";"9,878";"72.0%";"74.7%";"875"
"?ngelholms FF";"Sweden";"First Division Elite";"3,852";"22.0";"259,870";"30,700";"30,700";"3,340";"职业";"8";"7";"7";"5,000";"391";"57.0%";"65.0%";"4,300,347"
"Andraus";"Brazil";"Lower Division";"1,803";"26.1";"27,440";"0";"0";"0";"职业";"3";"3";"5";"1,200";"500";"45.5%";"49.6%";"19,069,555"
"Andradina";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"8,390";"100";"0.0%";"0.0%";"19,354,609"
"Andirá";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"4";"2";"2";"10,000";"1,500";"0.0%";"0.0%";"309,637"
"Andijon";"Uzbekistan";"Superleague";"4,100";"29.6";"0";"0";"0";"0";"职业";"10";"8";"8";"18,360";"7,815";"44.5%";"46.3%";"484,435"
"Ancona";"Italy";"Serie C/B";"4,950";"24.2";"116,910";"0";"0";"0";"职业";"10";"8";"7";"23,976";"4,150";"63.3%";"67.4%";"1,104"
"Anápolis";"Brazil";"Fourth Division";"2,414";"24.8";"132,410";"0";"0";"0";"职业";"6";"6";"6";"14,400";"3,319";"62.7%";"67.8%";"301,148"
"Anapolina";"Brazil";"Lower Division";"1,350";"0.0";"0";"0";"0";"0";"职业";"9";"8";"6";"14,400";"3,255";"0.0%";"0.0%";"301,146"
"Ananindeua";"Brazil";"Jupiler Pro League";"400";"0.0";"0";"0";"0";"0";"职业";"7";"4";"5";"5,000";"600";"0.0%";"0.0%";"314,744"
"Anadolu üni.";"Türkiye";"3. League Group 2";"2,201";"20.0";"41,110";"0";"0";"0";"职业";"5";"1";"1";"1,000";"100";"5.6%";"6.6%";"70,043,152"
"Anadia";"Portugal";"PT 3rd Division N";"4,009";"25.4";"103,330";"0";"0";"0";"职业";"13";"12";"10";"7,000";"900";"65.0%";"69.1%";"2,460"
"Amur-2010";"Russia";"Jupiler Pro League";"2,350";"0.0";"0";"0";"0";"0";"职业";"1";"4";"4";"13,500";"250";"0.0%";"0.0%";"58,059,763"
"Amur";"Russia";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"0";"2,613";"0.0%";"0.0%";"130,554"
"Amparo";"Brazil";"Lower Division";"700";"0.0";"10";"0";"0";"0";"职业";"3";"3";"4";"5,000";"250";"0.0%";"0.0%";"19,027,339"
"Amorebieta B";"Spain";"Regional Division";"1,750";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"2,800";"250";"0.0%";"0.0%";"2,000,205,567"
"Amorebieta";"Spain";"Spanish Federation 1A";"4,501";"28.5";"0";"0";"0";"0";"职业";"8";"8";"9";"2,800";"800";"66.6%";"70.0%";"6,706,354"
"Amora";"Portugal";"PT Championship D";"4,002";"25.3";"0";"0";"0";"0";"职业";"12";"12";"10";"5,000";"920";"64.1%";"67.5%";"2,484"
"Amkar";"Russia";"Second Division A Silver";"3,251";"26.4";"184,590";"0";"0";"0";"职业";"7";"7";"8";"14,999";"1,724";"59.3%";"63.4%";"130,500"
"Amiens SC";"France";"Ligue 2 BKT";"5,739";"27.1";"6,201,770";"4,571,900";"3,754,470";"99,270";"职业";"11";"12";"9";"12,999";"7,618";"69.4%";"73.0%";"831"
"Americano (MA)";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"4";"5";"5";"7,856";"632";"0.0%";"0.0%";"309,656"
"Americano";"Brazil";"Lower Division";"2,133";"22.5";"4,760";"0";"0";"0";"职业";"9";"9";"5";"3,000";"875";"41.0%";"45.8%";"104,887"
"América TR (RJ)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"5,000";"500";"0.0%";"0.0%";"311,108"
"América TO (MG)";"Brazil";"Lower Division";"1,000";"0.0";"11,030";"0";"0";"0";"职业";"4";"4";"4";"5,000";"300";"0.0%";"0.0%";"19,113,685"
"América Salcajá";"Guatemala";"Segunda División";"1,500";"0.0";"0";"0";"0";"0";"职业";"3";"3";"10";"1,500";"250";"0.0%";"0.0%";"87,017,728"
"América Premier";"Mexico";"Jupiler Pro League";"2,100";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"500";"500";"0.0%";"0.0%";"51,052,384"
"América Manzanillo";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"0";"250";"0.0%";"0.0%";"5,666,507"
"América de Propriá";"Brazil";"Lower Division";"782";"0.0";"0";"0";"0";"0";"职业";"7";"3";"6";"2,000";"500";"0.0%";"0.0%";"314,297"
"América de Pedrinhas";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"600";"200";"0.0%";"0.0%";"19,367,841"
"América de Cali";"Colombia";"First Division";"6,357";"28.7";"10,012,650";"0";"0";"0";"职业";"13";"13";"12";"37,899";"20,526";"64.4%";"66.3%";"417"
"América Coapa";"Mexico";"Jupiler Pro League";"1,350";"0.0";"0";"0";"0";"0";"职业";"13";"13";"12";"0";"500";"0.0%";"0.0%";"5,666,508"
"América (SP)";"Brazil";"Lower Division";"950";"0.0";"960";"0";"0";"0";"职业";"4";"7";"7";"32,168";"3,000";"0.0%";"0.0%";"301,333"
