name,age,nationality,club,league,position,overall,potential,value,wage,height,weight,preferred_foot,pace,shooting,passing,dribbling,defending,physical
Noah Becker,21,Germany,Nice,Ligue 1,CB,68,79,9326200,1000,195,92,Right,74,56,68,65,67,68
Gael Oliveira,29,Brazil,Nice,Ligue 1,CB,65,77,7800000,1000,183,72,Right,61,44,62,61,66,61
Noah Pérez,29,Argentina,Nice,Ligue 1,LB,69,77,8280000,1000,185,84,Right,74,60,59,73,76,72
Heitor Pereira,25,Brazil,Nice,Ligue 1,LB,68,81,8840000,1000,180,82,Right,62,45,65,64,83,69
Pablo Martínez,26,Spain,Nice,Ligue 1,RB,70,84,9100000,1000,175,77,Right,77,59,68,57,67,74
James Van den Berg,27,Netherlands,Nice,Ligue 1,RB,74,79,9620000,1000,173,63,Right,83,64,77,67,79,76
Adam Richard,33,France,Nice,Ligue 1,CDM,70,67,5600000,1000,195,91,Right,73,64,68,79,72,79
James Van Dijk,32,Netherlands,Nice,Ligue 1,CDM,60,56,5400000,1000,192,83,Right,55,46,58,62,56,56
Daniel Pérez,31,Spain,Nice,Ligue 1,CM,64,64,6400000,1000,178,69,Left,62,66,65,63,73,64
Dinis Martins,29,Portugal,Nice,Ligue 1,CM,61,74,7320000,1000,178,78,Right,52,48,76,67,52,64
Jack Brown,25,England,Nice,Ligue 1,CM,60,57,7800000,1000,180,74,Right,57,56,71,62,62,70
Daniel Martínez,25,Spain,Nice,Ligue 1,CAM,68,76,8840000,1000,170,69,Left,67,70,64,82,61,68
Adam Dubois,28,France,Nice,Ligue 1,CAM,64,60,8320000,1000,180,73,Right,68,73,77,61,47,68
Felix Wagner,28,Germany,Nice,Ligue 1,LM,64,75,8320000,1000,181,68,Left,61,65,69,79,50,66
Leonardo Ricci,28,Italy,Nice,Ligue 1,RM,70,75,9100000,1000,174,63,Left,77,65,78,73,56,74
Pedro Pereira,30,Brazil,Nice,Ligue 1,LW,76,79,8360000,1000,179,78,Left,85,83,85,71,61,76
Martín Rodríguez,27,Spain,Nice,Ligue 1,RW,75,81,9750000,1000,181,69,Left,88,86,73,79,48,74
Adam Willems,24,Belgium,Nice,Ligue 1,CF,63,71,8190000,1000,192,85,Right,75,58,69,65,49,73
Gabriel Rodrigues,27,Brazil,Nice,Ligue 1,ST,74,82,9620000,1000,183,81,Right,87,65,79,69,55,74
Lucas Thomas,30,France,Nice,Ligue 1,ST,69,71,7590000,1000,190,89,Right,79,80,74,67,49,72
Adam Maes,31,Belgium,Nice,Ligue 1,ST,60,73,6000000,1000,182,69,Right,67,72,57,64,33,61
Andrea Ricci,30,Italy,Lyon,Ligue 1,GK,67,63,7370000,1000,186,75,Left,52,45,66,61,64,66
Liam Jacobs,33,Belgium,Lyon,Ligue 1,GK,66,69,5280000,1000,200,89,Left,52,47,65,56,68,64
Leo Martínez,25,Spain,Lyon,Ligue 1,CB,79,83,10270000,1000,184,82,Right,79,74,80,78,80,84
Finn Schneider,29,Germany,Lyon,Ligue 1,CB,75,81,9000000,1000,188,74,Right,83,61,80,79,79,85
Arthur Alves,27,Brazil,Lyon,Ligue 1,CB,65,64,8450000,1000,195,88,Right,75,43,61,63,65,67
Mattia Ricci,21,Italy,Lyon,Ligue 1,CB,73,68,9252750,1000,190,79,Right,75,66,77,78,71,76
Tomás Costa,25,Portugal,Lyon,Ligue 1,LB,67,79,8710000,1000,181,77,Right,67,43,73,58,77,71
Pedro Silva,22,Brazil,Lyon,Ligue 1,LB,78,73,9886500,1000,176,75,Left,68,55,82,74,92,73
William Wilson,32,England,Lyon,Ligue 1,RB,65,72,5850000,1000,184,78,Right,56,55,72,63,79,65
Milan Jansen,31,Netherlands,Lyon,Ligue 1,RB,67,74,6700000,1000,174,64,Right,68,60,64,69,80,75
Dinis Costa,26,Portugal,Lyon,Ligue 1,CDM,70,78,9100000,1000,190,83,Right,71,71,84,73,61,80
Charlie Williams,23,England,Lyon,Ligue 1,CDM,70,73,9100000,1000,195,82,Left,67,66,68,66,79,65
Mateo Fernández,21,Spain,Lyon,Ligue 1,CM,78,82,10342800,1000,175,77,Right,77,82,80,81,80,80
Gabriel Alves,28,Brazil,Lyon,Ligue 1,CM,66,69,8580000,1000,170,64,Right,56,52,75,63,67,81
Noah Gómez,27,Argentina,Lyon,Ligue 1,CM,64,75,8320000,1000,175,72,Left,67,56,74,72,62,61
Noah Wagner,30,Germany,Lyon,Ligue 1,CAM,67,64,7370000,1000,174,65,Left,67,59,70,82,52,62
Noah Schmidt,22,Germany,Lyon,Ligue 1,CAM,79,94,11040250,1000,174,71,Right,83,81,84,88,67,84
Adam Richard,32,France,Lyon,Ligue 1,LM,70,70,6300000,1000,181,77,Right,74,62,68,81,53,72
Arthur Souza,27,Brazil,Lyon,Ligue 1,RM,78,79,10140000,1000,170,68,Left,74,74,90,93,61,81
Riccardo Colombo,28,Italy,Lyon,Ligue 1,LW,73,71,9490000,1000,178,80,Left,76,75,67,73,43,65
Louis Thomas,23,France,Lyon,Ligue 1,RW,74,77,9620000,1000,171,61,Left,74,78,69,86,50,76
Jack Smith,29,England,Lyon,Ligue 1,CF,79,86,9480000,1000,192,86,Right,89,70,87,74,62,84
Bautista Fernández,32,Argentina,Lyon,Ligue 1,ST,78,85,7020000,1000,180,78,Left,88,81,88,88,50,88
Juan Rodríguez,27,Argentina,Lyon,Ligue 1,ST,68,64,8840000,1000,182,80,Right,64,79,67,66,54,70
Louis Peeters,23,Belgium,Lyon,Ligue 1,ST,69,76,8970000,1000,191,85,Right,74,84,71,72,58,72
Rodrigo Santos,32,Portugal,Lens,Ligue 1,GK,62,69,5580000,1000,186,82,Right,44,32,59,50,70,53
Victor Peeters,26,Belgium,Lens,Ligue 1,GK,69,68,8970000,1000,195,83,Right,58,40,57,51,70,62
Gabriele Ferrari,30,Italy,Lens,Ligue 1,CB,72,81,7920000,1000,183,83,Right,67,50,72,64,69,74
Juan Martínez,23,Argentina,Lens,Ligue 1,CB,72,67,9360000,1000,185,76,Left,75,65,62,74,83,81
Theo Silva,23,Brazil,Lens,Ligue 1,CB,67,68,8710000,1000,195,91,Right,64,58,66,58,81,64
Thomas Davis,28,England,Lens,Ligue 1,CB,67,72,8710000,1000,184,85,Right,67,50,69,70,68,73
Hugo González,32,Spain,Lens,Ligue 1,LB,62,66,5580000,1000,171,60,Left,69,44,58,49,75,67
Gabriel Silva,24,Brazil,Lens,Ligue 1,LB,70,84,9100000,1000,184,73,Right,75,47,75,55,71,66
Pedro Pereira,21,Brazil,Lens,Ligue 1,RB,69,66,8835450,1000,174,69,Right,71,44,69,56,76,72
Levi Jansen,24,Netherlands,Lens,Ligue 1,RB,67,76,8710000,1000,182,76,Left,74,56,69,66,76,75
James Miller,25,England,Lens,Ligue 1,CDM,67,71,8710000,1000,188,88,Right,64,54,82,72,64,63
Lorenzo Ferrari,25,Italy,Lens,Ligue 1,CDM,73,82,9490000,1000,188,89,Right,73,61,68,72,80,76
Noah Bakker,32,Netherlands,Lens,Ligue 1,CM,74,75,6660000,1000,173,62,Right,76,59,79,73,69,84
Charlie Davis,34,England,Lens,Ligue 1,CM,69,79,4830000,1000,183,72,Left,62,55,79,77,74,76
Arthur Richard,25,France,Lens,Ligue 1,CM,71,79,9230000,1000,180,81,Left,75,60,71,73,79,72
Jules Robert,31,France,Lens,Ligue 1,CAM,60,61,6000000,1000,170,66,Right,67,66,66,68,40,58
Juan Pérez,22,Argentina,Lens,Ligue 1,CAM,66,77,9051900,1000,174,74,Right,76,57,80,75,60,65
Martim Rodrigues,21,Portugal,Lens,Ligue 1,LM,66,79,9137700,1000,183,73,Right,68,71,75,79,51,65
Martín García,28,Spain,Lens,Ligue 1,RM,67,73,8710000,1000,173,64,Right,75,62,67,63,60,69
Jonas Fischer,22,Germany,Lens,Ligue 1,LW,67,68,8753550,1000,177,65,Left,68,76,75,69,45,65
Mateo Pérez,31,Argentina,Lens,Ligue 1,RW,60,67,6000000,1000,178,72,Right,55,62,69,66,50,54
Andrea Ricci,29,Italy,Lens,Ligue 1,CF,72,77,8640000,1000,190,80,Right,76,64,66,83,52,69
Afonso Silva,32,Portugal,Lens,Ligue 1,ST,72,75,6480000,1000,182,78,Right,84,77,72,74,45,65
Arthur Mertens,22,Belgium,Lens,Ligue 1,ST,71,77,9506900,1000,182,72,Right,66,71,68,80,54,70
Felix Meyer,32,Germany,Lens,Ligue 1,ST,60,70,5400000,1000,186,85,Right,71,70,64,72,42,50
Max Fischer,34,Germany,Strasbourg,Ligue 1,GK,60,60,4200000,1000,188,81,Left,50,31,47,50,67,62
Felipe Gómez,31,Argentina,Strasbourg,Ligue 1,GK,71,84,7100000,1000,200,90,Right,61,47,58,59,66,70
Lucas Claes,23,Belgium,Strasbourg,Ligue 1,CB,59,69,7670000,1000,193,90,Right,58,37,62,44,61,60
Max Becker,21,Germany,Strasbourg,Ligue 1,CB,56,61,7461999,1000,184,71,Left,62,46,55,51,53,55
Oliver Williams,32,England,Strasbourg,Ligue 1,CB,56,53,5040000,1000,194,94,Right,55,42,54,43,63,59
Noud Van den Berg,31,Netherlands,Strasbourg,Ligue 1,CB,58,54,5800000,1000,187,85,Right,52,47,58,63,53,56
Gael Alves,31,Brazil,Strasbourg,Ligue 1,LB,70,73,7000000,1000,178,70,Left,67,57,61,70,82,75
Louis Thomas,21,France,Strasbourg,Ligue 1,LB,67,78,9189050,1000,185,75,Left,74,48,69,69,82,62
Mateo Rodríguez,34,Argentina,Strasbourg,Ligue 1,RB,64,69,4480000,1000,184,74,Left,58,51,69,51,67,69
Daan Van der Meer,21,Netherlands,Strasbourg,Ligue 1,RB,59,65,7900100,1000,171,61,Right,62,49,68,59,58,54
Adam Willems,22,Belgium,Strasbourg,Ligue 1,CDM,60,56,7644000,1000,184,74,Right,61,49,62,57,54,73
Afonso Oliveira,30,Portugal,Strasbourg,Ligue 1,CDM,62,72,6820000,1000,192,87,Right,57,65,60,62,69,77
Davi Santos,22,Brazil,Strasbourg,Ligue 1,CM,69,70,9014849,1000,184,72,Right,64,54,78,69,73,73
Mateo González,25,Spain,Strasbourg,Ligue 1,CM,70,72,9100000,1000,183,74,Right,64,66,84,62,76,82
Francesco Ferrari,25,Italy,Strasbourg,Ligue 1,CM,71,80,9230000,1000,177,77,Right,75,71,71,69,70,72
Louis Richard,34,France,Strasbourg,Ligue 1,CAM,65,79,4550000,1000,184,85,Left,72,66,75,63,55,62
Louis Martin,34,France,Strasbourg,Ligue 1,CAM,61,75,4270000,1000,171,65,Right,56,71,65,60,50,61
Jules Peeters,31,Belgium,Strasbourg,Ligue 1,LM,56,52,5600000,1000,179,66,Right,53,59,62,66,43,56
Juan López,23,Argentina,Strasbourg,Ligue 1,RM,68,75,8840000,1000,174,65,Right,71,77,67,64,55,66
Louis Peeters,29,Belgium,Strasbourg,Ligue 1,LW,58,61,6960000,1000,171,61,Right,63,52,62,60,31,51
Miguel Ferreira,26,Portugal,Strasbourg,Ligue 1,RW,65,62,8450000,1000,178,80,Right,73,73,55,60,55,57
Sem Van den Berg,30,Netherlands,Strasbourg,Ligue 1,CF,63,64,6930000,1000,183,77,Right,67,58,58,76,50,73
Andrea Colombo,30,Italy,Strasbourg,Ligue 1,ST,69,79,7590000,1000,190,91,Left,75,66,78,64,44,64
Juan López,27,Argentina,Strasbourg,Ligue 1,ST,63,70,8190000,1000,183,69,Left,64,57,72,76,33,71
James Miller,24,England,Strasbourg,Ligue 1,ST,70,78,9100000,1000,179,75,Right,69,74,76,80,47,70
Theo Silva,34,Brazil,Nantes,Ligue 1,GK,65,65,4550000,1000,192,80,Right,55,39,51,58,69,66
Louis Thomas,27,France,Nantes,Ligue 1,GK,63,76,8190000,1000,197,82,Right,48,39,66,48,64,58
Noud Van Dijk,26,Netherlands,Nantes,Ligue 1,CB,70,71,9100000,1000,186,75,Left,67,45,75,62,73,75
Lorenzo Rossi,23,Italy,Nantes,Ligue 1,CB,63,71,8190000,1000,187,76,Left,57,47,68,56,58,69
Riccardo Ferrari,21,Italy,Nantes,Ligue 1,CB,63,65,8271900,1000,188,75,Right,55,50,54,52,65,62
Arthur Silva,28,Brazil,Nantes,Ligue 1,CB,58,64,7540000,1000,188,84,Right,63,34,66,51,73,54
Raphaël Dubois,31,France,Nantes,Ligue 1,LB,65,70,6500000,1000,182,77,Left,57,58,74,55,71,71
Lucas Martínez,24,Spain,Nantes,Ligue 1,LB,72,68,9360000,1000,185,73,Right,64,54,73,57,78,74
Lucas Bernard,30,France,Nantes,Ligue 1,RB,71,69,7810000,1000,180,82,Right,72,61,64,68,79,73
Ben Weber,27,Germany,Nantes,Ligue 1,RB,63,58,8190000,1000,183,72,Right,66,42,55,65,69,71
Andrea Ferrari,21,Italy,Nantes,Ligue 1,CDM,56,65,7607599,1000,189,77,Right,47,50,55,47,56,70
James Jansen,31,Netherlands,Nantes,Ligue 1,CDM,69,83,6900000,1000,190,90,Left,68,60,70,72,59,80
James Johnson,21,England,Nantes,Ligue 1,CM,58,62,7690800,1000,183,72,Left,54,62,57,63,64,69
Daan Van Dijk,21,Netherlands,Nantes,Ligue 1,CM,64,71,8611200,1000,173,72,Left,57,62,75,69,71,70
Daniel Sánchez,30,Spain,Nantes,Ligue 1,CM,57,63,6270000,1000,171,70,Right,59,59,69,52,59,67
Max Müller,28,Germany,Nantes,Ligue 1,CAM,60,70,7800000,1000,175,62,Right,58,59,69,59,46,59
Andrea Colombo,25,Italy,Nantes,Ligue 1,CAM,56,65,7280000,1000,177,64,Right,58,47,63,70,50,57
Lucas Janssens,31,Belgium,Nantes,Ligue 1,LM,64,70,6400000,1000,179,72,Right,73,56,67,71,59,57
Arthur Claes,27,Belgium,Nantes,Ligue 1,RM,72,83,9360000,1000,183,83,Right,69,79,77,82,55,59
Bruno Martínez,26,Argentina,Nantes,Ligue 1,LW,57,63,7410000,1000,181,79,Left,61,54,49,68,28,67
Santiago Ferreira,20,Portugal,Nantes,Ligue 1,RW,57,56,6805800,1000,181,78,Right,62,71,53,59,42,62
Santiago Silva,31,Portugal,Nantes,Ligue 1,CF,62,60,6200000,1000,184,85,Right,74,67,55,75,37,65
Daniel López,28,Spain,Nantes,Ligue 1,ST,71,70,9230000,1000,178,68,Left,74,82,62,70,52,70
Davi Silva,30,Brazil,Nantes,Ligue 1,ST,57,62,6270000,1000,182,69,Right,53,68,65,70,44,53
Victor Claes,30,Belgium,Nantes,Ligue 1,ST,70,72,7700000,1000,186,87,Left,74,72,63,77,46,60
Mattia Esposito,31,Italy,Reims,Ligue 1,GK,63,59,6300000,1000,185,71,Right,40,42,55,53,58,62
Louis Peeters,30,Belgium,Reims,Ligue 1,GK,64,62,7040000,1000,199,97,Right,47,47,61,48,70,69
Andrea Russo,29,Italy,Reims,Ligue 1,CB,68,68,8160000,1000,185,81,Left,72,53,78,65,64,63
Ben Fischer,21,Germany,Reims,Ligue 1,CB,60,62,7878000,1000,187,74,Right,62,49,64,48,60,66
Daniel García,34,Spain,Reims,Ligue 1,CB,64,62,4480000,1000,191,81,Right,54,49,56,62,71,72
William Williams,24,England,Reims,Ligue 1,CB,60,70,7800000,1000,191,85,Right,65,55,69,46,73,67
Gabriele Russo,26,Italy,Reims,Ligue 1,LB,60,70,7800000,1000,182,78,Right,59,44,59,49,55,59
Jonas Schneider,25,Germany,Reims,Ligue 1,LB,68,69,8840000,1000,172,66,Right,65,57,60,62,74,64
Francesco Russo,29,Italy,Reims,Ligue 1,RB,57,56,6840000,1000,182,80,Right,65,35,55,45,71,59
Jules Peeters,27,Belgium,Reims,Ligue 1,RB,58,53,7540000,1000,178,79,Left,64,51,51,46,71,57
Pedro Oliveira,25,Brazil,Reims,Ligue 1,CDM,71,79,9230000,1000,191,82,Right,63,57,73,69,63,74
Leo Rodríguez,29,Spain,Reims,Ligue 1,CDM,59,57,7080000,1000,191,79,Right,49,54,56,56,54,64
Pablo García,25,Spain,Reims,Ligue 1,CM,65,74,8450000,1000,171,69,Right,55,68,68,56,67,74
Mateo Pérez,29,Spain,Reims,Ligue 1,CM,62,59,7440000,1000,170,64,Left,60,58,69,60,62,72
Ben Becker,26,Germany,Reims,Ligue 1,CM,71,85,9230000,1000,178,66,Right,69,56,73,67,75,74
Arthur Martin,30,France,Reims,Ligue 1,CAM,63,65,6930000,1000,173,67,Right,67,55,63,78,55,57
Hugo Sánchez,21,Spain,Reims,Ligue 1,CAM,63,63,8190000,1000,183,83,Right,65,55,78,75,44,59
Dinis Costa,22,Portugal,Reims,Ligue 1,LM,57,54,7298850,1000,170,70,Right,62,56,65,55,42,52
Gabriele Rossi,27,Italy,Reims,Ligue 1,RM,65,60,8450000,1000,171,66,Right,69,71,72,74,54,67
Bruno López,28,Argentina,Reims,Ligue 1,LW,58,67,7540000,1000,170,65,Right,56,48,49,67,42,48
Pablo Pérez,32,Spain,Reims,Ligue 1,RW,63,78,5670000,1000,185,81,Right,67,72,59,64,34,67
Daan De Vries,22,Netherlands,Reims,Ligue 1,CF,70,68,9009000,1000,187,86,Left,66,68,79,65,45,62
Lucas Robert,21,France,Reims,Ligue 1,ST,67,72,8927750,1000,191,89,Right,70,64,64,69,53,66
Jules Willems,25,Belgium,Reims,Ligue 1,ST,61,63,7930000,1000,187,76,Right,56,57,58,67,38,51
Harry Williams,26,England,Reims,Ligue 1,ST,68,74,8840000,1000,181,79,Right,66,81,77,78,58,72
Francesco Ricci,26,Italy,Montpellier,Ligue 1,GK,65,73,8450000,1000,189,83,Right,55,39,56,56,71,67
Heitor Oliveira,30,Brazil,Montpellier,Ligue 1,GK,68,80,7480000,1000,199,86,Right,45,45,61,54,61,73
Jules Goossens,21,Belgium,Montpellier,Ligue 1,CB,69,64,8745750,1000,188,85,Right,79,47,74,61,74,78
Adam Janssens,32,Belgium,Montpellier,Ligue 1,CB,59,66,5310000,1000,185,81,Left,61,52,66,63,60,65
Adam Robert,27,France,Montpellier,Ligue 1,CB,62,75,8060000,1000,191,90,Left,55,46,72,67,67,68
Afonso Costa,30,Portugal,Montpellier,Ligue 1,CB,63,66,6930000,1000,193,82,Right,56,55,65,60,76,62
Davi Oliveira,30,Brazil,Montpellier,Ligue 1,LB,57,62,6270000,1000,170,63,Right,48,32,48,44,55,53
Daniel Sánchez,22,Spain,Montpellier,Ligue 1,LB,69,66,8835450,1000,184,76,Right,67,52,78,74,80,66
Paul Fischer,21,Germany,Montpellier,Ligue 1,RB,57,69,7854600,1000,174,67,Right,56,44,65,61,53,64
Miguel Costa,31,Portugal,Montpellier,Ligue 1,RB,62,59,6200000,1000,171,66,Right,60,53,55,62,71,64
Noah Martínez,32,Argentina,Montpellier,Ligue 1,CDM,69,66,6210000,1000,192,81,Left,61,70,81,63,63,64
Felipe Rodríguez,29,Argentina,Montpellier,Ligue 1,CDM,68,72,8160000,1000,184,85,Right,60,73,83,78,65,63
Finn Wagner,25,Germany,Montpellier,Ligue 1,CM,59,74,7670000,1000,183,76,Right,55,54,74,68,67,56
Thiago Pérez,25,Argentina,Montpellier,Ligue 1,CM,56,58,7280000,1000,174,68,Right,48,59,58,51,56,55
Lucas Smit,33,Netherlands,Montpellier,Ligue 1,CM,70,68,5600000,1000,175,74,Right,67,69,83,68,79,84
Lucas Maes,23,Belgium,Montpellier,Ligue 1,CAM,66,66,8580000,1000,183,77,Right,70,72,69,68,59,68
Bautista Rodríguez,22,Argentina,Montpellier,Ligue 1,CAM,65,67,8534500,1000,177,65,Right,68,55,79,76,45,60
Noud Van der Meer,22,Netherlands,Montpellier,Ligue 1,LM,66,71,8794500,1000,181,68,Right,73,61,76,77,61,70
Oliver Davis,30,England,Montpellier,Ligue 1,RM,59,58,6490000,1000,170,66,Right,61,63,59,57,52,49
Benicio González,23,Argentina,Montpellier,Ligue 1,LW,60,61,7800000,1000,180,76,Left,72,75,50,60,49,60
Gabriel Pereira,32,Brazil,Montpellier,Ligue 1,RW,63,72,5670000,1000,176,74,Right,76,63,64,60,51,73
Jonas Becker,25,Germany,Montpellier,Ligue 1,CF,58,55,7540000,1000,179,81,Right,59,60,62,53,34,64
Juan Martínez,26,Argentina,Montpellier,Ligue 1,ST,70,78,9100000,1000,179,69,Left,76,77,69,70,46,66
James Smith,25,England,Montpellier,Ligue 1,ST,68,70,8840000,1000,178,69,Right,68,78,66,83,55,62
Noud Van Dijk,22,Netherlands,Montpellier,Ligue 1,ST,59,55,7516600,1000,192,92,Right,70,65,55,56,34,69
Santiago Martins,28,Portugal,Brest,Ligue 1,GK,65,77,8450000,1000,196,85,Left,40,50,54,45,57,69
Harry Williams,31,England,Brest,Ligue 1,GK,71,74,7100000,1000,187,86,Right,51,56,75,64,67,73
Arthur Oliveira,30,Brazil,Brest,Ligue 1,CB,66,72,7260000,1000,188,76,Right,56,41,67,53,62,64
Liam Mertens,32,Belgium,Brest,Ligue 1,CB,60,59,5400000,1000,189,80,Left,51,35,56,58,55,69
Ben Fischer,26,Germany,Brest,Ligue 1,CB,57,56,7410000,1000,194,86,Left,53,40,51,62,60,58
Martim Costa,30,Portugal,Brest,Ligue 1,CB,59,67,6490000,1000,195,84,Right,49,53,52,57,66,61
Alejandro Sánchez,30,Spain,Brest,Ligue 1,LB,68,80,7480000,1000,185,80,Left,65,49,58,61,74,71
Léo Martin,27,France,Brest,Ligue 1,LB,59,67,7670000,1000,182,76,Right,63,34,49,61,63,63
Miguel Santos,26,Brazil,Brest,Ligue 1,RB,59,69,7670000,1000,183,78,Left,67,47,54,60,54,58
Léo Bernard,26,France,Brest,Ligue 1,RB,56,61,7280000,1000,170,71,Right,64,44,49,47,54,61
Felix Meyer,23,Germany,Brest,Ligue 1,CDM,63,63,8190000,1000,185,72,Right,59,62,78,67,73,67
Andrea Bianchi,32,Italy,Brest,Ligue 1,CDM,57,61,5130000,1000,190,88,Left,57,48,71,58,48,55
Martín Martínez,33,Spain,Brest,Ligue 1,CM,61,66,4880000,1000,180,80,Left,65,60,73,68,68,61
Mateo Fernández,22,Argentina,Brest,Ligue 1,CM,70,73,9236500,1000,170,65,Left,68,66,82,76,60,83
Lourenço Martins,22,Portugal,Brest,Ligue 1,CM,65,64,8407750,1000,175,69,Right,65,59,71,74,60,61
Davi Alves,28,Brazil,Brest,Ligue 1,CAM,66,75,8580000,1000,185,73,Left,67,70,79,78,53,51
Jules Durand,27,France,Brest,Ligue 1,CAM,60,69,7800000,1000,178,75,Right,58,52,67,55,51,61
Victor Peeters,33,Belgium,Brest,Ligue 1,LM,59,65,4720000,1000,175,67,Left,60,55,66,70,51,45
Jack Jones,28,England,Brest,Ligue 1,RM,69,66,8970000,1000,174,68,Left,79,67,76,67,52,61
Victor Maes,27,Belgium,Brest,Ligue 1,LW,59,74,7670000,1000,180,79,Left,61,55,65,69,46,65
Gael Ferreira,31,Brazil,Brest,Ligue 1,RW,72,79,7200000,1000,173,68,Left,85,76,74,74,43,80
James Wilson,24,England,Brest,Ligue 1,CF,71,84,9230000,1000,182,77,Right,76,75,81,74,50,69
Hugo Pérez,26,Spain,Brest,Ligue 1,ST,61,69,7930000,1000,180,79,Right,66,60,71,63,40,65
Arthur Alves,20,Brazil,Brest,Ligue 1,ST,64,66,7756800,1000,183,75,Right,75,64,74,79,52,55
Dinis Pereira,28,Portugal,Brest,Ligue 1,ST,66,75,8580000,1000,186,79,Right,76,66,69,78,38,68
Rodrigo Costa,27,Portugal,Toulouse,Ligue 1,GK,53,63,6890000,1000,191,77,Right,31,37,52,45,46,49
Miguel Silva,30,Brazil,Toulouse,Ligue 1,GK,68,80,7480000,1000,191,88,Right,48,42,59,54,74,68
Gabriel Thomas,24,France,Toulouse,Ligue 1,CB,65,78,8450000,1000,192,87,Left,72,50,56,55,67,62
Noah Meyer,24,Germany,Toulouse,Ligue 1,CB,57,66,7410000,1000,186,82,Right,57,35,56,61,66,56
Gabriel Thomas,23,France,Toulouse,Ligue 1,CB,56,58,7280000,1000,187,88,Right,48,40,59,60,61,52
Louis Willems,26,Belgium,Toulouse,Ligue 1,CB,63,69,8190000,1000,194,93,Left,57,39,54,61,61,73
Léo Thomas,27,France,Toulouse,Ligue 1,LB,61,64,7930000,1000,181,75,Right,63,39,56,49,73,63
Noah Maes,28,Belgium,Toulouse,Ligue 1,LB,52,60,6760000,1000,180,67,Right,54,30,46,42,51,54
George Miller,25,England,Toulouse,Ligue 1,RB,61,69,7930000,1000,181,74,Right,51,44,62,57,66,66
Lucas Peeters,23,Belgium,Toulouse,Ligue 1,RB,65,66,8450000,1000,180,80,Left,70,55,70,67,79,69
Lorenzo Ferrari,28,Italy,Toulouse,Ligue 1,CDM,65,66,8450000,1000,192,78,Right,68,51,60,71,60,67
Benicio Gómez,27,Argentina,Toulouse,Ligue 1,CDM,52,52,6760000,1000,193,83,Left,43,55,61,53,52,47
Bautista García,33,Argentina,Toulouse,Ligue 1,CM,53,61,4240000,1000,184,70,Right,45,48,51,48,44,49
Lorenzo Bianchi,25,Italy,Toulouse,Ligue 1,CM,53,62,6890000,1000,183,84,Left,46,50,53,45,60,68
Lorenzo Esposito,30,Italy,Toulouse,Ligue 1,CM,54,68,5940000,1000,175,74,Right,48,42,49,54,51,49
Lourenço Ferreira,23,Portugal,Toulouse,Ligue 1,CAM,65,61,8450000,1000,171,62,Left,67,75,74,74,53,55
Afonso Pereira,25,Portugal,Toulouse,Ligue 1,CAM,62,72,8060000,1000,184,75,Right,61,53,69,63,46,52
Noah De Vries,23,Netherlands,Toulouse,Ligue 1,LM,65,78,8450000,1000,171,67,Right,73,68,71,76,55,54
Arthur Petit,21,France,Toulouse,Ligue 1,RM,65,60,8238750,1000,183,77,Right,64,75,68,70,50,61
Santiago Rodrigues,28,Portugal,Toulouse,Ligue 1,LW,66,69,8580000,1000,185,86,Right,78,64,56,75,36,75
Adam Richard,27,France,Toulouse,Ligue 1,RW,66,75,8580000,1000,171,71,Left,65,75,72,77,55,70
Jonas Schneider,27,Germany,Toulouse,Ligue 1,CF,68,64,8840000,1000,190,80,Right,67,70,60,83,50,66
Pablo García,20,Spain,Toulouse,Ligue 1,ST,62,63,7477200,1000,191,91,Left,77,68,65,58,42,64
Mateo Fernández,21,Argentina,Toulouse,Ligue 1,ST,64,71,8611200,1000,182,83,Right,70,74,56,63,48,72
Levi De Vries,22,Netherlands,Toulouse,Ligue 1,ST,60,59,7761000,1000,186,83,Left,66,71,58,57,42,50
Martín López,31,Spain,Le Havre,Ligue 1,GK,52,63,5200000,1000,199,84,Right,30,37,37,44,57,45
Gael Silva,30,Brazil,Le Havre,Ligue 1,GK,66,81,7260000,1000,188,75,Right,50,37,60,53,63,69
Milan Van der Meer,30,Netherlands,Le Havre,Ligue 1,CB,64,73,7040000,1000,194,83,Right,63,52,56,50,69,61
Hugo García,21,Spain,Le Havre,Ligue 1,CB,67,63,8535800,1000,184,85,Right,68,42,62,52,73,63
Felix Weber,30,Germany,Le Havre,Ligue 1,CB,67,67,7370000,1000,193,85,Right,76,47,58,54,62,67
Victor Willems,30,Belgium,Le Havre,Ligue 1,CB,67,70,7370000,1000,193,92,Right,77,52,77,59,81,75
Gabriel Rodrigues,25,Brazil,Le Havre,Ligue 1,LB,57,63,7410000,1000,174,73,Right,66,40,67,47,53,61
Alejandro López,22,Spain,Le Havre,Ligue 1,LB,63,64,8230949,1000,184,79,Left,64,40,59,55,72,65
Dinis Martins,32,Portugal,Le Havre,Ligue 1,RB,66,73,5940000,1000,173,72,Left,72,51,66,66,63,75
Gabriel Richard,29,France,Le Havre,Ligue 1,RB,61,75,7320000,1000,182,70,Right,59,54,70,47,72,57
Andrea Colombo,23,Italy,Le Havre,Ligue 1,CDM,61,57,7930000,1000,193,89,Right,59,54,66,51,69,75
Jules Jacobs,23,Belgium,Le Havre,Ligue 1,CDM,60,66,7800000,1000,195,87,Right,54,59,73,53,53,58
